,Unnamed: 0,Brand,OS,RAM,ROM,Prices,Display,Processor,Warranty,Rating
0,0,HP,Windows 11,8,512,42000,15.6,Intel Core i3 ,1,4.2
1,1,ASUS,Windows 11,8,512,53990,15.6,Intel Core i5 ,1,4.3
2,2,ASUS,Windows 11,16,512,64990,15.6,Intel Core i5 ,1,4.5
3,3,SAMSUNG,Windows 11,16,512,64990,13.3,Intel Core i5 ,1,4.5
4,4,SAMSUNG,Windows 11,8,512,44990,15.6,Intel Core i5 ,1,4.3
5,5,SAMSUNG,Windows 11,16,512,48990,15.6,Intel Core i5 ,1,4.3
6,6,DELL,Windows 11,16,512,51990,15.6,Intel Core i5 ,1,4.1
7,7,DELL,Windows 11,16,512,40990,14,Intel Core i5 ,1,3.7
8,8,HP,Windows 11,8,512,41000,14,Intel Core i3 ,1,4.3
9,9,HP,Windows 11,16,512,50399,15.6,Intel Core i5 ,1,4.3
10,10,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 3 Quad Core ,1,4.4
11,11,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 5 Quad Core ,1,4.4
12,12,ASUS,Windows 11,16,512,52990,15.6,Intel Core i5 ,1,4.3
13,13,ASUS,Windows 11,8,512,53990,15.6,Intel Core i5 ,1,4.4
14,14,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 5 Quad Core ,1,4.4
15,15,Lenovo,Windows 11,8,512,40300,15.6,AMD Ryzen 5 Hexa Core ,1,4.6
16,16,ASUS,Windows 11,16,512,51990,15.6,Intel Core i5 ,1,4.1
17,17,DELL,Windows 11,16,512,45990,14.96,Intel Core i5 ,1,4.1
18,18,HP,Windows 11,16,512,60990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
19,19,ASUS,Windows 11,16,512,52990,15.6,Intel Core i5 ,1,3.8
20,20,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 5 Quad Core ,1,4.4
21,21,HP,Windows 11,16,512,45490,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
22,22,DELL,Windows 11,8,512,44770,15.6,Intel Core i5 ,1,4.3
23,23,HP,Windows 11,16,512,45990,15.6,AMD Ryzen 5 Quad Core ,1,4.2
24,24,ASUS,Windows 11,16,512,52990,15.6,Intel Core i5 ,1,4.2
25,25,ASUS,Windows 11,16,512,45890,14,AMD Ryzen 5 Quad Core ,1,4.2
26,26,HP,Windows 11,8,512,41500,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
27,27,DELL,Windows 11,8,512,48980,15.6,Intel Core i5 ,1,4.4
28,28,DELL,Windows 11,8,512,48480,15.6,Intel Core i5 ,1,4.4
29,29,DELL,Windows 11,8,512,44770,15.6,Intel Core i5 ,1,4.3
30,30,Lenovo,Windows 11,16,512,65190,16,Intel Core i5 ,1,4.2
31,31,ASUS,Windows 11,16,512,66990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
32,32,ASUS,Windows 11,16,512,66990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
33,33,DELL,Windows 11,16,1024,70790,14,Intel Core i5 ,1,3.7
34,34,HP,Windows 11,16,512,68990,15.6,Intel Core i5 ,1,3.7
35,35,HP,Windows 11,8,512,48999,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
36,36,HP,Windows 11,8,512,46990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
37,37,HP,Windows 11,8,512,50990,15.6,Intel Core i5 ,1,4.2
38,38,Lenovo,Windows 11,16,512,59490,15.6,Intel Core i5 ,1,4.2
39,39,HP,Windows 11,8,512,49990,15.6,Intel Core i5 ,1,4.3
40,40,DELL,Windows 11,8,512,41460,14,Intel Core i5 ,1,3.9
41,41,DELL,Windows 10,8,512,41490,14,Intel Core i5 ,1,3.9
42,42,Lenovo,Windows 11,8,512,59190,14,Intel Core i3 ,1,4.5
43,43,Lenovo,Windows 11,16,512,63818,14,Intel Core i5 ,1,4.2
44,44,Apple,Mac,8,256,82990,13.3,Apple M1 ,1,4.7
45,45,ASUS,Windows 11,16,512,49990,15.6,AMD Ryzen 7 Octa Core ,1,4.2
46,46,HP,Windows 11,16,512,58990,16.1,Intel Core i5 ,1,4.3
47,47,DELL,Windows 11,8,512,47890,15.6,Intel Core i5 ,1,4.1
48,48,HP,Windows 11,16,512,58990,16.1,Intel Core i5 ,1,4.3
49,49,DELL,Windows 11,8,512,45990,15.6,Intel Core i5 ,1,4.1
50,50,Apple,Mac,8,256,82990,13.3,Apple M1 ,1,4.7
51,51,DELL,Windows 11,8,1024,53191,15.6,Intel Core i5 ,1,3.7
52,52,ASUS,Windows 11,8,512,42240,15.6,Intel Core i5 ,1,4.3
53,53,Lenovo,Windows 10,8,512,41990,14,Intel Core i5 ,1,4.3
54,54,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 3 Quad Core ,1,4.4
55,55,DELL,Windows 11,8,512,42476,14,Intel Core i5 ,1,3.6
56,56,ASUS,Windows 11,16,512,55890,16,AMD Ryzen 7 Octa Core ,1,4.3
57,57,HP,Windows 11,16,1024,66990,15.6,Intel Core i5 ,1,4.1
58,58,DELL,Windows 11,8,512,41990,15.6,Intel Core i5 ,1,4.2
59,59,ASUS,Windows 11,8,512,44990,15.6,AMD Ryzen 3 Quad Core ,1,4.4
60,60,Lenovo,Windows 11,16,512,57990,15.6,Intel Core i7 ,1,4.1
61,61,HP,Windows 11,8,512,40200,15.6,Intel Core i3 ,1,4.2
62,62,HP,Windows 11,8,512,49990,14,AMD Ryzen 5 Hexa Core ,1,4.4
63,63,Apple,Mac,8,256,99900,13.6,Apple M2 ,1,4.7
64,64,DELL,Windows 11,8,512,42990,15.6,Intel Core i5 ,1,3.9
65,65,Lenovo,Windows 11,8,512,52990,15.6,Intel Core i5 ,1,4.1
66,66,HP,Windows 11,16,512,65990,15.6,AMD Ryzen 7 Octa Core ,1,4.4
67,67,Apple,Mac,8,256,89900,13.3,Apple M1 ,1,4.7
68,68,DELL,Windows 11,8,512,41737,15.6,Intel Core i3 ,1,4.1
69,69,ASUS,Windows 11,8,512,40990,15.6,Intel Core i3 ,1,4.2
70,70,Lenovo,Windows 11,16,512,62190,16,Intel Core i5 ,1,4.3
71,71,ASUS,Windows 11,8,512,41827,15.6,Intel Core i3 ,1,4.3
72,72,Lenovo,Windows 10,8,512,48500,15.6,Intel Core i5 ,1,3.6
73,73,HP,Windows 11,16,512,53990,15.6,Intel Core i5 ,1,4.1
74,74,Lenovo,Windows 11,16,512,51990,15.6,Intel Core i5 ,2,4.2
75,75,Lenovo,Windows 11,16,512,49980,15.6,Intel Core i5 ,1,4.2
76,76,Lenovo,Windows 10,8,1024,56676,15.6,Intel Core i5 ,1,4.3
77,77,DELL,Windows 11,8,512,40434,15.6,Intel Core i3 ,1,4.4
78,78,HP,Windows 11,16,1024,65490,14,Intel Core i5 ,1,4.3
79,79,HP,Windows 11,8,512,58990,15.6,Intel Core i5 ,1,4.4
80,80,Lenovo,Windows 11,16,512,54990,15.6,Intel Core i5 ,1,4.4
81,81,HP,Windows 11,16,512,56990,14,AMD Ryzen 5 Hexa Core ,1,4.4
82,82,ASUS,Windows 11,16,512,49990,15.6,AMD Ryzen 7 Octa Core ,1,4.2
83,83,HP,Windows 11,16,512,62490,14,Intel Core i5 ,1,4.3
84,84,ASUS,Windows 11,16,512,43990,14,Intel Core i5 ,1,4.3
85,85,DELL,Windows 11,8,1024,45100,15.6,Intel Core i5 ,1,4.2
86,86,HP,Windows 11,16,512,71990,15.6,Intel Core i5 ,1,4.5
87,87,ASUS,Windows 11,16,512,109990,15.6,Intel Core i7 ,1,4.5
88,88,HP,Windows 11,8,512,57990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
89,89,Lenovo,Windows 11,16,512,90990,15.6,Intel Core i5 ,1,4.6
90,90,DELL,Windows 11,8,512,53999,14,Intel Core i3 ,1,4.2
91,91,HP,Windows 11,16,512,78990,16.1,AMD Ryzen 7 Octa Core ,1,4.5
92,92,ASUS,Windows 11,16,512,60990,16,Intel Core i5 ,1,4.5
93,93,ASUS,Windows 11,16,512,104990,15.6,Intel Core i5 ,1,4.5
94,94,Lenovo,Windows 11,16,512,48290,15.6,AMD Ryzen 7 Octa Core ,1,4.2
95,95,ASUS,Windows 11,16,512,49990,16,AMD Ryzen 5 Hexa Core ,1,4.4
96,96,ASUS,Windows 11,16,512,49990,16,AMD Ryzen 5 Hexa Core ,1,4.4
97,97,Lenovo,Windows 11,32,1024,144990,16,Intel Core i7 ,1,2.8
98,98,Lenovo,Windows 11,8,512,62990,15.6,Intel Core i5 ,1,4.3
99,99,Apple,Mac,8,256,82990,13.3,Apple M1 ,1,4.7
100,100,Lenovo,Windows 11,16,512,48290,15.6,AMD Ryzen 7 Octa Core ,1,4.2
101,101,Lenovo,Windows 11,16,512,80190,14,Intel Core i5 ,1,4.2
102,102,Lenovo,Windows 11,8,512,40499,15.6,AMD Ryzen 5 Hexa Core ,1,3.6
103,103,Lenovo,Windows 11,16,512,77190,14,Intel Core i5 ,1,4.6
104,104,Apple,Mac,8,256,99900,13.6,Apple M2 ,1,4.7
105,105,DELL,Windows 11,8,512,48790,15.6,Intel Core i5 ,1,3.4
106,106,HP,Windows 11,16,512,50999,15.6,AMD Ryzen 5 Hexa Core ,1,3.9
107,107,Lenovo,Windows 11,8,512,52990,15.6,Intel Core i5 ,1,4.1
108,108,HP,Windows 11,16,512,70800,15.6,Intel Core i5 ,1,4.1
109,109,Lenovo,Windows 11,8,512,47990,15.6,AMD Ryzen 5 Quad Core ,1,4.1
110,110,HP,Windows 10,8,512,47250,15.6,Intel Core i5 ,1,4.4
111,111,ASUS,Windows 11,16,512,97990,14,Intel Core i7 ,1,4.4
112,112,Lenovo,Windows 11,16,512,54990,15.6,AMD Ryzen 5 Hexa Core ,1,4.2
113,113,HP,Windows 11,16,512,54990,15.6,Intel Core i5 ,1,4.2
114,114,Lenovo,Windows 11,8,512,48490,15.6,AMD Ryzen 5 Quad Core ,1,4.2
115,115,ASUS,Windows 11,16,512,55990,14,Intel Core i5 ,1,4.4
116,116,ASUS,Windows 11,8,512,53490,15.6,Intel Core i5 ,1,4.8
117,117,ASUS,Windows 11,16,512,76990,16,Intel Core i5 ,1,4.8
118,118,HP,Windows 11,8,1024,62980,15.6,Intel Core i5 ,1,4.2
119,119,HP,Windows 11,8,512,42990,15.6,AMD Ryzen 5 Quad Core ,1,4.2
120,120,Apple,Mac,8,256,99900,13.6,Apple M2 ,1,4.7
121,121,ASUS,Windows 11,16,512,62990,15.6,AMD Ryzen 7 Octa Core ,1,4.4
122,122,ASUS,Windows 11,16,1024,78690,15.6,Intel Core i7 ,1,4.6
123,123,ASUS,Windows 11,16,512,97990,14,Intel Core i7 ,1,4.6
124,124,HP,Windows 11,8,512,49490,15.6,Intel Core i5 ,1,4.2
125,125,Lenovo,Windows 11,8,512,48490,15.6,AMD Ryzen 5 Quad Core ,1,4.2
126,126,DELL,Windows 11,8,512,42990,15.6,Intel Core i3 ,1,4.2
127,127,DELL,Windows 11,8,512,45999,15.6,Intel Core i3 ,1,4.2
128,128,HP,Windows 11,8,512,40990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
129,129,HP,Windows 11,8,512,42990,15.6,AMD Ryzen 5 Quad Core ,1,4.3
130,130,Lenovo,Windows 11,16,512,60990,15.6,Intel Core i5 ,1,4.3
131,131,HP,Windows 11,16,1024,77490,14,Intel Core i5 ,1,4.3
132,132,HP,Windows 11,8,512,40416,15.6,Intel Core i3 ,1,4.2
133,133,HP,Windows 11,8,512,48490,15.6,Intel Core i3 ,1,4.4
134,134,ASUS,Windows 11,16,512,67990,16,Intel Core i5 ,1,4.2
135,135,ASUS,Windows 10,8,512,65500,14,Intel Core i5 ,1,4.2
136,136,Lenovo,Windows 11,16,512,67190,14,Intel Core i5 ,1,4.1
137,137,HP,Windows 11,8,512,48010,15.6,Intel Core i5 ,1,4.3
138,138,DELL,Windows 11,8,512,43890,15.6,Intel Core i3 ,1,4.1
139,139,ASUS,Windows 11,8,512,47990,15.6,Intel Core i5 ,1,4.1
140,140,ASUS,Windows 11,16,512,55990,16,AMD Ryzen 7 Octa Core ,1,4.6
141,141,HP,Windows 11,8,1024,62980,15.6,Intel Core i5 ,1,4.2
142,142,Apple,Mac,8,512,144990,15.3,Apple M2 ,1,4.7
143,143,ASUS,Windows 11,8,1024,65990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
144,144,Lenovo,Windows 11,8,512,49990,15.6,AMD Ryzen 5 Quad Core ,1,4.1
145,145,Lenovo,Windows 11,16,512,54990,15.6,Intel Core i5 ,1,4.1
146,146,HP,Windows 11,16,512,129990,16.1,Intel Core i7 ,1,4.1
147,147,DELL,Windows 11,16,512,83990,14,Intel Core i7 ,1,4.1
148,148,ASUS,Windows 11,8,512,43990,15.6,AMD Ryzen 5 Quad Core ,1,4.3
149,149,Lenovo,Windows 11,16,512,84990,15.6,Intel Core i5 ,1,4.3
150,150,SAMSUNG,Windows 11,16,512,79990,15.6,Intel Core i5 ,1,4.4
151,151,Lenovo,Windows 10,8,256,57500,14,AMD Ryzen 5 Hexa Core ,1,4.4
152,152,ASUS,Windows 11,16,1024,99990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
153,153,ASUS,Windows 11,16,512,47990,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
154,154,DELL,Windows 11,8,512,48390,15.6,Intel Core i5 ,1,4.1
155,155,ASUS,Windows 11,16,512,67990,16,Intel Core i5 ,1,4.2
156,156,ASUS,Windows 11,16,512,68990,15.6,Intel Core i5 ,1,3.5
157,157,ASUS,Windows 11,16,512,68990,14,Intel Core i5 ,1,4.4
158,158,DELL,Windows 11,8,512,42990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
159,159,ASUS,Windows 11,16,512,68990,14,Intel Core i5 ,1,4.4
160,160,ASUS,Windows 11,16,1024,149990,15.6,Intel Core i9 ,1,3.7
161,161,DELL,Windows 11,16,512,84990,16,Intel Core i7 ,1,4.2
162,162,HP,Windows 11,16,1024,83800,14,Intel Core i5 ,1,4.3
163,163,HP,Windows 11,16,512,78990,15.6,Intel Core i7 ,1,4.3
164,164,Apple,Mac,8,512,144990,15.3,Apple M2 ,1,4.7
165,165,Lenovo,Windows 11,8,512,54900,14,AMD Ryzen 5 Hexa Core ,1,4.4
166,166,HP,Windows 11,8,512,40299,15.6,Intel Core i3 ,1,4.8
167,167,HP,Windows 11,16,512,67500,15.6,Intel Core i5 ,1,4.2
168,168,DELL,Windows 11,16,512,84990,16,Intel Core i7 ,1,4.2
169,169,ASUS,Windows 11,16,1024,99990,15.6,AMD Ryzen 7 Octa Core ,1,4.3
170,170,Lenovo,Windows 11,16,512,67990,15.6,AMD Ryzen 5 Hexa Core ,1,4.3
171,171,ASUS,Windows 11,16,512,61990,14,Intel Core i5 ,1,4.3
172,172,Apple,Mac,8,512,144990,15.3,Apple M2 ,1,4.7
173,173,ASUS,Windows 11,8,512,42500,15.6,Intel Core i3 ,1,4.3
174,174,HP,Windows 11,16,512,78990,15.6,Intel Core i7 ,1,4.3
175,175,HP,Windows 11,16,1024,83800,14,Intel Core i5 ,1,4.3
176,176,HP,Windows 11,8,512,40810,14,Intel Core i3 ,1,4.2
177,177,HP,Windows 11,8,512,40299,15.6,Intel Core i3 ,1,4.8
178,178,HP,Windows 11,16,512,67500,15.6,Intel Core i5 ,1,4.2
179,179,HP,Windows 11,16,512,112900,13.3,Intel Core i7 ,1,4.3
180,180,HP,Windows 11,16,1024,89999,15.6,Intel Core i7 ,1,4.3
181,181,ASUS,Windows 11,8,512,47990,15.6,Intel Core i5 ,1,4.2
182,182,ASUS,Windows 11,8,512,58990,14,Intel Core i5 ,1,4.3
183,183,ASUS,Windows 11,8,512,42990,15.6,Intel Core i3 ,1,4.5
184,184,HP,Windows 11,8,512,49490,15.6,Intel Core i5 ,1,3.9
185,185,ASUS,Windows 11,16,512,77990,15.6,Intel Core i7 ,1,3.9
186,186,HP,Windows 11,8,512,41999,15.6,Intel Core i3 ,1,4.3
187,187,HP,Windows 11,16,512,55990,15.6,AMD Ryzen 7 Octa Core ,1,4.2
188,188,DELL,Windows 11,16,512,79990,15.6,Intel Core i5 ,1,4.2
189,189,DELL,Windows 11,16,1024,179483,15.6,Intel Core i7 ,1,4.2
190,190,HP,Windows 11,8,512,44999,15.6,Intel Core i3 ,1,4.2
191,191,ASUS,Windows 11,8,512,59990,14,AMD Ryzen 5 Hexa Core ,1,4.4
192,192,ASUS,Windows 11,16,1024,107991,15.6,AMD Ryzen 7 Octa Core ,1,4.6
193,193,ASUS,Windows 11,8,512,55350,15.6,Intel Core i5 ,1,4.6
194,194,Apple,Mac,8,256,125990,15.3,Apple M2 ,1,4.7
195,195,Lenovo,Windows 11,16,512,65990,14,Intel Core i5 ,1,4.7
196,196,DELL,Windows 11,16,1024,66490,15.6,Intel Core i5 ,1,4.7
197,197,DELL,Windows 11,16,512,79990,15.6,Intel Core i5 ,1,3.8
198,198,HP,Windows 10,8,512,40900,15.6,Intel Core i3 ,1,4.3
199,199,ASUS,Windows 11,16,512,66990,15.6,Intel Core i5 ,1,4.8
200,200,ASUS,Windows 10,8,512,51500,15.6,Intel Core i5 ,1,4.4
201,201,Lenovo,Windows 11,16,512,69990,15.6,Intel Core i5 ,1,4.3
202,202,ASUS,Windows 11,16,512,44990,15.6,AMD Ryzen 5 Quad Core ,1,4.3
203,203,HP,Windows 11,8,512,41990,14,AMD Ryzen 5 Hexa Core ,1,4.3
204,204,DELL,Windows 11,8,512,68890,15.6,Intel Core i5 ,1,4.4
205,205,DELL,Windows 11,16,512,70000,15.6,Intel Core i5 ,1,4.1
206,206,Lenovo,Windows 11,16,512,69990,15.6,AMD Ryzen 7 Octa Core ,1,4.4
207,207,ASUS,Windows 11,16,512,57500,16,AMD Ryzen 5 Hexa Core ,1,4.5
208,208,ASUS,Windows 10,16,512,76500,17.3,AMD Ryzen 7 Octa Core ,1,4.5
209,209,Apple,Mac,8,256,99900,13.6,Apple M2 ,1,4.7
210,210,Lenovo,Windows 11,8,512,55500,15.6,AMD Ryzen 5 Hexa Core ,1,4.4
211,211,ASUS,Windows 11,16,512,62990,15.6,AMD Ryzen 7 Octa Core ,1,4.4
212,212,Lenovo,Windows 11,16,512,102990,15.6,Intel Core i7 ,1,4.4
213,213,Lenovo,Windows 11,16,512,43990,15.6,AMD Ryzen 5 Quad Core ,1,3.9
214,214,ASUS,Windows 11,16,1024,63990,15.6,AMD Ryzen 7 Octa Core ,1,3.9
215,215,HP,Windows 11,16,512,61990,16.1,Intel Core i5 ,1,4.1
216,216,Apple,Mac,8,512,144990,15.3,Apple M2 ,1,4.7
217,217,SAMSUNG,Windows 11,16,512,114990,15.6,Intel Core 5 ,1,4.7
218,218,DELL,Windows 11,16,512,72990,14,Intel Core 5 ,1,3.9
219,219,DELL,Windows 11,8,512,68890,15.6,Intel Core i5 ,1,4.4
220,220,SAMSUNG,Windows 11,8,256,60990,15.6,Intel Core i5 ,1,4.5
221,221,ASUS,Windows 11,16,1024,139990,14,AMD Ryzen 9 Octa Core ,1,4.5
222,222,HP,Windows 11,16,512,64391,13.3,AMD Ryzen 5 Hexa Core ,1,4.3
223,223,Lenovo,Windows 11,8,512,48990,15.6,Intel Core i5 ,1,4.1
224,224,Apple,Mac,8,256,125990,15.3,Apple M2 ,1,4.7
225,225,Lenovo,Windows 11,16,1024,76990,14,Intel Core Ultra 5 ,1,4.4
226,226,ASUS,Windows 11,16,512,74990,14,Intel Core i7 ,1,4.3
227,227,HP,Windows 11,16,512,92999,15.6,Intel Core i7 ,1,3.6
228,228,HP,Windows 11,16,512,71990,15.6,Intel Core i5 ,1,4.4
229,229,ASUS,Windows 11,16,512,41790,15.6,Intel Core i3 ,1,4.3
230,230,ASUS,Windows 11,16,512,64990,14,AMD Ryzen 7 Octa Core ,1,4.4
231,231,HP,Windows 11,16,512,55079,14,Intel Core i5 ,1,4.2
232,232,ASUS,Windows 10,8,1024,87390,15.6,Intel Core i7 ,1,4.3
